,Country,Year,MtCO2e
0,Afghanistan,1990,12.003817680556685
1,Albania,1990,4.783988364166206
2,Algeria,1990,32.13247984859248
3,Andorra,1990,0.022862673273489568
4,Angola,1990,128.03935070606903
5,Antigua and Barbuda,1990,0.14201263451057303
6,Argentina,1990,138.3766296267518
7,Armenia,1990,3.4048930175660925
8,Australia,1990,162.09128847704352
9,Austria,1990,16.053763540697414
10,Azerbaijan,1990,17.694450378539855
11,Bahamas,1990,0.17192020005733502
12,Bahrain,1990,2.7769117558876024
13,Bangladesh,1990,49.70417082310634
14,Barbados,1990,1.7786507696280953
15,Belarus,1990,36.1465758825496
16,Belgium,1990,21.001462352152462
17,Belize,1990,5.118200960788426
18,Benin,1990,9.403896097212439
19,Bhutan,1990,1.3669464417702621
20,Bolivia,1990,38.47947945597349
21,Bosnia and Herzegovina,1990,4.542035828873346
22,Botswana,1990,10.4025289639758
23,Brazil,1990,509.17873692277703
24,Brunei,1990,10.038067021875717
25,Bulgaria,1990,28.07318579930426
26,Burkina Faso,1990,9.43962792835887
27,Burma,1990,162.551991461745
28,Burundi,1990,1.386317467195663
29,Cambodia,1990,12.731797109719345
30,Cameroon,1990,84.19397416503152
31,Canada,1990,134.0985061700616
32,Cape Verde,1990,0.08012736181206886
33,Central African Republic,1990,113.05137590984471
34,Chad,1990,22.010429302118457
35,Chile,1990,15.930527281084672
36,China,1990,1006.0387188953765
37,Colombia,1990,77.84138976207453
38,Comoros,1990,0.1314892731165704
39,Congo (Brazzaville),1990,9.009726936697874
40,Congo (Kinshasa),1990,237.216987200796
41,Cook Islands,1990,0.056060490145829894
42,Costa Rica,1990,3.8226286298540244
43,Cote d'Ivoire,1990,48.15088831174562
44,Croatia,1990,8.437717571801363
45,Cuba,1990,29.910444813728162
46,Cyprus,1990,0.6688027828237245
47,Czech Republic,1990,32.11533148731645
48,Denmark,1990,15.420113930852413
49,Djibouti,1990,0.4512774165241559
50,Dominica,1990,0.09812429399437703
51,Dominican Republic,1990,4.338072162570707
52,Ecuador,1990,14.41209446612556
53,Egypt,1990,39.02365807674447
54,El Salvador,1990,4.689715171552846
55,Equatorial Guinea,1990,0.10046850792642192
56,Eritrea,1990,5.148802110901509
57,Estonia,1990,5.101398794117582
58,Ethiopia,1990,73.51352691157764
59,Fiji,1990,0.7708092430912358
60,Finland,1990,18.592482591658342
61,France,1990,163.44423734123183
62,Gabon,1990,2.887608006256155
63,Gambia,1990,4.063940514525266
64,Georgia,1990,13.604072325848344
65,Germany,1990,202.2305180841865
66,Ghana,1990,14.061659120502048
67,Greece,1990,21.655912561054926
68,Grenada,1990,1.449798566916195
69,Guatemala,1990,9.834388592750656
70,Guinea,1990,14.549942706139454
71,Guinea-Bissau,1990,1.3398753774210708
72,Guyana,1990,2.5371940757446785
73,Haiti,1990,3.7889878761551703
74,Holy See,1990,0.0003044065510753714
75,Honduras,1990,8.388368057796306
76,Hungary,1990,24.91418958226917
77,Iceland,1990,1.2209596678964605
78,India,1990,465.72333488382515
79,Indonesia,1990,274.0902214456386
80,Iran,1990,57.00564377377204
81,Iraq,1990,89.72084710239706
82,Ireland,1990,22.496220215878648
83,Israel,1990,8.077833927337545
84,Italy,1990,83.63807686833805
85,Jamaica,1990,3.0145587263790934
86,Japan,1990,93.76490054394782
87,Jordan,1990,7.249408860677281
88,Kazakhstan,1990,109.70951475221301
89,Kenya,1990,28.18300585989432
90,Kiribati,1990,0.01279032232266543
91,Kuwait,1990,48.84047299254755
92,Kyrgyzstan,1990,6.8164496108914925
93,Laos,1990,14.035683651848748
94,Latvia,1990,7.600213609697797
95,Lebanon,1990,2.186097485683338
96,Lesotho,1990,1.738936097184722
97,Liberia,1990,0.7719428375039754
98,Libya,1990,57.56120793256579
99,Liechtenstein,1990,0.026402504791962784
100,Lithuania,1990,13.305536284290485
101,Luxembourg,1990,0.9635856269182796
102,Macedonia,1990,3.194682829568788
103,Madagascar,1990,21.38721710958247
104,Malawi,1990,10.123105567163403
105,Malaysia,1990,61.78493159553746
106,Maldives,1990,0.045014163371429404
107,Mali,1990,15.659331866146234
108,Malta,1990,0.20854229602237534
109,Marshall Islands,1990,0.022612883899586888
110,Mauritania,1990,4.930377221978454
111,Mauritius,1990,0.9496388836049917
112,Mexico,1990,129.67677613242782
113,Micronesia (Federated States of),1990,0.0328370028153427
114,Moldova,1990,8.285529028854151
115,Monaco,1990,0.01085715735860661
116,Mongolia,1990,12.036546044509734
117,Montenegro,1990,2.261518543311979
118,Morocco,1990,11.999505117555174
119,Mozambique,1990,20.25695693105192
120,Namibia,1990,6.037382459510645
121,Nauru,1990,0.008309560595013959
122,Nepal,1990,23.463325896122807
123,Netherlands,1990,51.58339251118954
124,New Zealand,1990,34.02051359798783
125,Nicaragua,1990,5.415462395951022
126,Niger,1990,4.99335249645518
127,Nigeria,1990,154.0725611293513
128,Niue,1990,0.030269298172285894
129,North Korea,1990,34.22492018315928
130,Norway,1990,15.645382632731742
131,Oman,1990,27.88505480420028
132,Pakistan,1990,86.30322757917082
133,Palau,1990,0.012073917734425597
134,Panama,1990,4.501726536577944
135,Papua New Guinea,1990,5.576556433463079
136,Paraguay,1990,31.74275191069629
137,Peru,1990,30.796408931984036
138,Philippines,1990,42.76141406697916
139,Poland,1990,84.40402249216852
140,Portugal,1990,15.724414567820348
141,Qatar,1990,1.604482658679465
142,Romania,1990,80.11081437871444
143,Russia,1990,903.7095210084608
144,Rwanda,1990,2.4346152322835706
145,Saint Kitts and Nevis,1990,0.08011389509306305
146,Saint Lucia,1990,0.617719417270507
147,Saint Vincent and the Grenadines,1990,0.07005436419121876
148,Samoa,1990,0.20511462069445627
149,San Marino,1990,0.021308427778500918
150,Sao Tome and Principe,1990,0.048968000484213764
151,Saudi Arabia,1990,27.08306815899075
152,Senegal,1990,9.74279511111252
153,Serbia,1990,18.075049932571233
154,Seychelles,1990,0.06217997111788217
155,Sierra Leone,1990,4.425898505464731
156,Singapore,1990,1.2058654345443365
157,Slovakia,1990,11.443293932376873
158,Slovenia,1990,3.74432791515469
159,Solomon Islands,1990,0.1958938717807905
160,Somalia,1990,21.433811732951952
161,South Africa,1990,73.44904215822464
162,South Korea,1990,43.378471625548954
163,Spain,1990,58.62175948319384
164,Sri Lanka,1990,24.597714254284593
165,Sudan,1990,81.04086562755577
166,Suriname,1990,2.4107505368926474
167,Swaziland,1990,1.5607246876111687
168,Sweden,1990,15.733693914979604
169,Switzerland,1990,8.591879154681108
170,Syria,1990,24.131717325956263
171,Tajikistan,1990,6.772196111722102
172,Tanzania,1990,60.735926888122385
173,Thailand,1990,74.48103406052273
174,Timor-Leste,1990,0.6820372587096785
175,Togo,1990,7.822202619719928
176,Tonga,1990,0.1779484850688921
177,Trinidad and Tobago,1990,0.9372577198789622
178,Tunisia,1990,5.934459554910067
179,Turkey,1990,63.79812419985169
180,Turkmenistan,1990,24.633145462677057
181,Tuvalu,1990,0.006499921454319595
182,Uganda,1990,16.97819921100321
183,Ukraine,1990,211.49492593494733
184,United Arab Emirates,1990,19.32793609803531
185,United Kingdom,1990,182.96534217970566
186,United States,1990,1078.2300590820398
187,Uruguay,1990,20.636640665816852
188,Uzbekistan,1990,69.78111571603188
189,Vanuatu,1990,0.3728024738469397
190,Venezuela,1990,70.09125673529199
191,Vietnam,1990,56.71850488760238
192,Yemen,1990,4.750286978560769
193,Zambia,1990,79.30029031307899
194,Zimbabwe,1990,12.722985582814237
195,Afghanistan,1995,12.451267457995089
196,Albania,1995,3.4348595942417535
197,Algeria,1995,29.682993209713302
198,Andorra,1995,0.0297434758073946
199,Angola,1995,122.7207342468162
200,Antigua and Barbuda,1995,0.183172043369668
201,Argentina,1995,147.87982092137565
202,Armenia,1995,2.6531560086766373
203,Australia,1995,150.00164656589286
204,Austria,1995,15.51313056590568
205,Azerbaijan,1995,13.196652530811257
206,Bahamas,1995,0.18835702323495596
207,Bahrain,1995,3.170661455943607
208,Bangladesh,1995,54.72001340066977
209,Barbados,1995,1.9096863374129014
210,Belarus,1995,26.022675515512898
211,Belgium,1995,21.7625161204638
212,Belize,1995,5.7707855791697344
213,Benin,1995,9.017132791633136
214,Bhutan,1995,1.164120103881721
215,Bolivia,1995,36.28520500966377
216,Bosnia and Herzegovina,1995,3.913243277836604
217,Botswana,1995,9.518703192955709
218,Brazil,1995,523.6022131873219
219,Brunei,1995,10.83361996807789
220,Bulgaria,1995,18.739760743456365
221,Burkina Faso,1995,10.932167245486992
222,Burma,1995,180.4098500198387
223,Burundi,1995,1.4268639556053082
224,Cambodia,1995,14.92236096875607
225,Cameroon,1995,82.95500268098723
226,Canada,1995,185.33537611759874
227,Cape Verde,1995,0.11037858851947453
228,Central African Republic,1995,107.71107790806074
229,Chad,1995,23.086659986537235
230,Chile,1995,20.937173806303996
231,China,1995,1136.7913954410667
232,Colombia,1995,85.76031597533233
233,Comoros,1995,0.1387416817420004
234,Congo (Brazzaville),1995,8.223759858763561
235,Congo (Kinshasa),1995,211.5534592046405
236,Cook Islands,1995,0.06285619882802168
237,Costa Rica,1995,6.070535733293242
238,Cote d'Ivoire,1995,48.0194796856193
239,Croatia,1995,6.025441849773122
240,Cuba,1995,15.615854871267315
241,Cyprus,1995,0.7647384099938498
242,Czech Republic,1995,22.96705138678014
243,Denmark,1995,14.950539508814655
244,Djibouti,1995,0.5146275768015309
245,Dominica,1995,0.09237035929340293
246,Dominican Republic,1995,6.443292701536462
247,Ecuador,1995,17.192673224547885
248,Egypt,1995,45.52443974784715
249,El Salvador,1995,4.752607585084609
250,Equatorial Guinea,1995,0.30138119910376965
251,Eritrea,1995,4.956717033007353
252,Estonia,1995,2.871383050483061
253,Ethiopia,1995,71.34400305392538
254,Fiji,1995,0.8945816139159578
255,Finland,1995,18.36995238468395
256,France,1995,162.34232509780085
257,Gabon,1995,2.9521423896245973
258,Gambia,1995,4.698322957912299
259,Georgia,1995,6.655627009903911
260,Germany,1995,183.82615989148425
261,Ghana,1995,13.847755262088548
262,Greece,1995,22.720812281406108
263,Grenada,1995,1.5042246160636075
264,Guatemala,1995,11.362622721125124
265,Guinea,1995,15.156853929727012
266,Guinea-Bissau,1995,1.4061387409937505
267,Guyana,1995,2.539672047168875
268,Haiti,1995,4.177635587045355
269,Holy See,1995,0.0002797016710325143
270,Honduras,1995,8.907775022762179
271,Hungary,1995,17.175121408262903
272,Iceland,1995,0.8642693850364098
273,India,1995,496.0808684844265
274,Indonesia,1995,302.5198296193898
275,Iran,1995,80.2523738658872
276,Iraq,1995,33.99524085126603
277,Ireland,1995,23.36067243017611
278,Israel,1995,10.205067373285411
279,Italy,1995,86.0299976835816
280,Jamaica,1995,3.106682548658865
281,Japan,1995,103.85826251893859
282,Jordan,1995,8.18970286568769
283,Kazakhstan,1995,60.16947178816271
284,Kenya,1995,27.065891834629976
285,Kiribati,1995,0.013405771978465611
286,Kuwait,1995,83.58999604808211
287,Kyrgyzstan,1995,3.42906247212493
288,Laos,1995,14.530318476658103
289,Latvia,1995,3.743189831652891
290,Lebanon,1995,2.351308799480697
291,Lesotho,1995,1.7970972690566744
292,Liberia,1995,0.6720670345305355
293,Libya,1995,58.363896259444736
294,Liechtenstein,1995,0.026678676004142362
295,Lithuania,1995,6.842489657793544
296,Luxembourg,1995,0.9867096544316627
297,Macedonia,1995,3.102880556715802
298,Madagascar,1995,27.352138770311992
299,Malawi,1995,9.302690398940072
300,Malaysia,1995,69.7716511385462
301,Maldives,1995,0.05365893355937315
302,Mali,1995,15.949362467874305
303,Malta,1995,0.2641847200277383
304,Marshall Islands,1995,0.02473789496464127
305,Mauritania,1995,5.008646413629482
306,Mauritius,1995,1.017938538225835
307,Mexico,1995,146.74110984532345
308,Micronesia (Federated States of),1995,0.03302101731304336
309,Moldova,1995,5.992211961808442
310,Monaco,1995,0.016655870472978236
311,Mongolia,1995,12.731484315074981
312,Montenegro,1995,2.2471233327475275
313,Morocco,1995,19.15800112046068
314,Mozambique,1995,18.79682224145031
315,Namibia,1995,6.280580190040495
316,Nauru,1995,0.00834727532032566
317,Nepal,1995,26.247348268690047
318,Netherlands,1995,51.645882457753146
319,New Zealand,1995,34.97520552230415
320,Nicaragua,1995,6.381918479032852
321,Niger,1995,8.817238633791385
322,Nigeria,1995,166.47297290560212
323,Niue,1995,0.02664248931854594
324,North Korea,1995,25.50588492240308
325,Norway,1995,12.592743241180768
326,Oman,1995,34.780736117863206
327,Pakistan,1995,99.00559747695765
328,Palau,1995,0.019709920506650803
329,Panama,1995,4.797425810091847
330,Papua New Guinea,1995,9.630720259554574
331,Paraguay,1995,34.207152692690705
332,Peru,1995,30.216831974524016
333,Philippines,1995,47.681817166368724
334,Poland,1995,74.25472846213995
335,Portugal,1995,16.90621687649854
336,Qatar,1995,2.071449811741716
337,Romania,1995,59.85712191113718
338,Russia,1995,646.8369818413296
339,Rwanda,1995,2.7009405486241755
340,Saint Kitts and Nevis,1995,0.08224498579174443
341,Saint Lucia,1995,0.6850849102680656
342,Saint Vincent and the Grenadines,1995,0.0715307723922714
343,Samoa,1995,0.20388192102953767
344,San Marino,1995,0.020759869043591624
345,Sao Tome and Principe,1995,0.06284670752895533
346,Saudi Arabia,1995,33.37424007196257
347,Senegal,1995,10.998771063931578
348,Serbia,1995,16.61678250268511
349,Seychelles,1995,0.06486578835417822
350,Sierra Leone,1995,4.3730142053684
351,Singapore,1995,2.0526350928148616
352,Slovakia,1995,8.52796640147192
353,Slovenia,1995,3.474477069700913
354,Solomon Islands,1995,0.22450344538823647
355,Somalia,1995,21.00925593446369
356,South Africa,1995,71.21762565243995
357,South Korea,1995,43.73569402355039
358,Spain,1995,62.8716694962906
359,Sri Lanka,1995,25.076584336029715
360,Sudan,1995,94.70550232790983
361,Suriname,1995,2.4726156635853536
362,Swaziland,1995,1.526967783283907
363,Sweden,1995,15.722566108526966
364,Switzerland,1995,7.9859828565473965
365,Syria,1995,32.288982431661864
366,Tajikistan,1995,5.833109029403372
367,Tanzania,1995,57.24881060427516
368,Thailand,1995,75.57539259010949
369,Timor-Leste,1995,0.8948974901760204
370,Togo,1995,6.836408841058956
371,Tonga,1995,0.179129981072412
372,Trinidad and Tobago,1995,0.9122115945585244
373,Tunisia,1995,6.1044921050153835
374,Turkey,1995,80.04832088624522
375,Turkmenistan,1995,21.416867113569307
376,Tuvalu,1995,0.00707598677772113
377,Uganda,1995,17.761056440831666
378,Ukraine,1995,134.40477555089115
379,United Arab Emirates,1995,22.633163946741252
380,United Kingdom,1995,151.37565400113186
381,United States,1995,1111.8187544083678
382,Uruguay,1995,23.52902683405193
383,Uzbekistan,1995,85.91207914437425
384,Vanuatu,1995,0.436708245211283
385,Venezuela,1995,78.32145258293956
386,Vietnam,1995,71.48297013074503
387,Yemen,1995,4.905497097248626
388,Zambia,1995,67.50809442193314
389,Zimbabwe,1995,10.932648419151148
390,Afghanistan,2000,15.013068214019432
391,Albania,2000,3.4817037674473967
392,Algeria,2000,37.11916904149228
393,Andorra,2000,0.03538344013970007
394,Angola,2000,127.238622047839
395,Antigua and Barbuda,2000,0.2746076307541036
396,Argentina,2000,159.97676353788657
397,Armenia,2000,1.9550967915951143
398,Australia,2000,174.58513153302167
399,Austria,2000,14.084039670391878
400,Azerbaijan,2000,16.053198337086837
401,Bahamas,2000,0.20836791490835105
402,Bahrain,2000,3.5296477336737904
403,Bangladesh,2000,58.73161980490687
404,Barbados,2000,1.966524095111336
405,Belarus,2000,26.666011700070882
406,Belgium,2000,20.54678819680571
407,Belize,2000,6.604833076279474
408,Benin,2000,9.953986209172147
409,Bhutan,2000,1.3180360506225808
410,Bolivia,2000,34.53975421251878
411,Bosnia and Herzegovina,2000,7.497322532435823
412,Botswana,2000,6.477801816700992
413,Brazil,2000,514.3110137370471
414,Brunei,2000,12.020864093358938
415,Bulgaria,2000,16.507607376649077
416,Burkina Faso,2000,13.147366504626259
417,Burma,2000,139.11933133437614
418,Burundi,2000,9.049850654546907
419,Cambodia,2000,13.78783148141024
420,Cameroon,2000,84.63932903907337
421,Canada,2000,157.85360897247185
422,Cape Verde,2000,0.19269517699044897
423,Central African Republic,2000,85.37968912288923
424,Chad,2000,28.303490847163058
425,Chile,2000,19.416954600103516
426,China,2000,1146.5967775229456
427,Colombia,2000,92.25592822888511
428,Comoros,2000,0.14595334673540877
429,Congo (Brazzaville),2000,7.825662247070277
430,Congo (Kinshasa),2000,174.85651077503863
431,Cook Islands,2000,0.05992474787449721
432,Costa Rica,2000,6.348783786262935
433,Cote d'Ivoire,2000,46.9526235109528
434,Croatia,2000,6.1520058392328245
435,Cuba,2000,19.148655026284757
436,Cyprus,2000,0.8093661358148159
437,Czech Republic,2000,21.189624047608554
438,Denmark,2000,14.393178254352726
439,Djibouti,2000,0.5851202193229555
440,Dominica,2000,0.09178252584337784
441,Dominican Republic,2000,8.403789038007956
442,Ecuador,2000,16.74491705376104
443,Egypt,2000,59.23453567250387
444,El Salvador,2000,4.965266990247757
445,Equatorial Guinea,2000,6.414135198600227
446,Eritrea,2000,5.6496891656744115
447,Estonia,2000,2.9309751169823444
448,Ethiopia,2000,78.61701733142455
449,Fiji,2000,0.8301807304383331
450,Finland,2000,16.67947995528774
451,France,2000,153.88239750411188
452,Gabon,2000,1.3297231119013715
453,Gambia,2000,5.389645131598111
454,Georgia,2000,8.72802167296113
455,Germany,2000,149.65145129042654
456,Ghana,2000,15.330967589624521
457,Greece,2000,23.026006278928193
458,Grenada,2000,1.563730128759332
459,Guatemala,2000,36.83502667539604
460,Guinea,2000,15.298671230840359
461,Guinea-Bissau,2000,1.4864036260046598
462,Guyana,2000,2.185641398620712
463,Haiti,2000,5.142590820840216
464,Holy See,2000,0.0002804195652381143
465,Honduras,2000,8.92066937520937
466,Hungary,2000,18.653159562063635
467,Iceland,2000,1.0014360316774789
468,India,2000,529.8296627598163
469,Indonesia,2000,311.52604571358916
470,Iran,2000,105.24371372300482
471,Iraq,2000,109.8556368909855
472,Ireland,2000,23.277057028179232
473,Israel,2000,13.3937009234219
474,Italy,2000,91.87347373031304
475,Jamaica,2000,3.180147824288665
476,Japan,2000,103.7245601264044
477,Jordan,2000,3.395201853101829
478,Kazakhstan,2000,46.35147844877099
479,Kenya,2000,26.780253169594218
480,Kiribati,2000,0.015290207589062313
481,Kuwait,2000,86.83510134098005
482,Kyrgyzstan,2000,3.133001595753741
483,Laos,2000,12.821075018710493
484,Latvia,2000,3.5376178521139185
485,Lebanon,2000,2.9771218985232792
486,Lesotho,2000,2.276944916048331
487,Liberia,2000,0.8586528262635318
488,Libya,2000,59.764672225859556
489,Liechtenstein,2000,0.027249750252145467
490,Lithuania,2000,7.694091213912246
491,Luxembourg,2000,1.0244941801784306
492,Macedonia,2000,2.974099467013149
493,Madagascar,2000,33.99633951152963
494,Malawi,2000,10.872072341399296
495,Malaysia,2000,71.44542185229133
496,Maldives,2000,0.062294623264336976
497,Mali,2000,17.49567291595391
498,Malta,2000,0.3416630370271099
499,Marshall Islands,2000,0.02677478449897703
500,Mauritania,2000,6.585032540144391
501,Mauritius,2000,1.53850518363699
502,Mexico,2000,172.28220946608562
503,Micronesia (Federated States of),2000,0.03333871242787742
504,Moldova,2000,4.786145341265234
505,Monaco,2000,0.025110468675085658
506,Mongolia,2000,12.573279948430658
507,Montenegro,2000,2.4183826141117204
508,Morocco,2000,26.653906534667087
509,Mozambique,2000,22.514480094106364
510,Namibia,2000,11.48788489129127
511,Nauru,2000,0.008581996803830618
512,Nepal,2000,29.348411152078818
513,Netherlands,2000,41.78447103661935
514,New Zealand,2000,37.41368846350678
515,Nicaragua,2000,8.811752146683922
516,Niger,2000,12.809281700420062
517,Nigeria,2000,193.16773003957113
518,Niue,2000,0.030949612756890798
519,North Korea,2000,23.17684539063676
520,Norway,2000,12.520317819575757
521,Oman,2000,40.746413372837495
522,Pakistan,2000,113.35221821692097
523,Palau,2000,0.07701036627234388
524,Panama,2000,4.799943433560932
525,Papua New Guinea,2000,8.640444889375901
526,Paraguay,2000,31.160786303418142
527,Peru,2000,34.094658968776116
528,Philippines,2000,53.0805066797919
529,Poland,2000,69.28354647646127
530,Portugal,2000,18.347977364946146
531,Qatar,2000,2.7615406828267246
532,Romania,2000,48.348127769756246
533,Russia,2000,632.523150591055
534,Rwanda,2000,3.096881071024394
535,Saint Kitts and Nevis,2000,0.09499991779254427
536,Saint Lucia,2000,0.6837655526246544
537,Saint Vincent and the Grenadines,2000,0.07161501634846566
538,Samoa,2000,0.21076901733081033
539,San Marino,2000,0.0241477051481503
540,Sao Tome and Principe,2000,0.06322433101467814
541,Saudi Arabia,2000,40.25910383250222
542,Senegal,2000,13.184900829858199
543,Serbia,2000,15.817146517418037
544,Seychelles,2000,0.06657789114689737
545,Sierra Leone,2000,3.3390874317545296
546,Singapore,2000,3.85592319326705
547,Slovakia,2000,8.112324747365317
548,Slovenia,2000,3.7356242674649365
549,Solomon Islands,2000,0.2671199131597708
550,Somalia,2000,22.170864958814313
551,South Africa,2000,71.34750988911772
552,South Korea,2000,56.15073119864408
553,Spain,2000,75.9614100752969
554,Sri Lanka,2000,24.591864171748007
555,Sudan,2000,117.71337897174564
556,Suriname,2000,1.959386582289018
557,Swaziland,2000,1.5845974671423735
558,Sweden,2000,14.898216146916084
559,Switzerland,2000,7.645698477165038
560,Syria,2000,33.088187104582914
561,Tajikistan,2000,4.997291273867826
562,Tanzania,2000,55.95996472269119
563,Thailand,2000,76.64091970512202
564,Timor-Leste,2000,0.8951441483262612
565,Togo,2000,6.283203310715851
566,Tonga,2000,0.19348599680767817
567,Trinidad and Tobago,2000,0.9664524501987843
568,Tunisia,2000,7.361019663071658
569,Turkey,2000,86.50090182718793
570,Turkmenistan,2000,26.456009858155404
571,Tuvalu,2000,0.007537568851012225
572,Uganda,2000,17.649173999988747
573,Ukraine,2000,104.34275111549475
574,United Arab Emirates,2000,26.03913625080965
575,United Kingdom,2000,118.66222976576954
576,United States,2000,1110.2627489753672
577,Uruguay,2000,24.219541555325687
578,Uzbekistan,2000,92.70022953779656
579,Vanuatu,2000,0.4102271093507044
580,Venezuela,2000,85.79800523403716
581,Vietnam,2000,88.71577539695262
582,Yemen,2000,5.908501062466592
583,Zambia,2000,52.2978910173059
584,Zimbabwe,2000,11.513479169840785
585,Afghanistan,2005,16.40005757896864
586,Albania,2005,2.889131488730103
587,Algeria,2005,42.75256919722092
588,Andorra,2005,0.04228968610257384
589,Angola,2005,154.21418971417592
590,Antigua and Barbuda,2005,0.39534404535558576
591,Argentina,2005,171.44235322531398
